학번,학생명,비밀번호,신청 학점,잔여 신청 학점,신청 제한 학점
20001268,테스트1268,12345,0,15,15
20001269,테스트1269,12345,0,15,15
20001270,테스트1270,12345,0,15,15
20001271,테스트1271,12345,0,15,15
20001272,테스트1272,12345,0,15,15
20001273,테스트1273,12345,0,15,15
20001274,테스트1274,12345,0,15,15
20001275,테스트1275,12345,0,15,15
20001276,테스트1276,12345,0,15,15
20001277,테스트1277,12345,0,15,15
20001278,테스트1278,12345,0,15,15
20001279,테스트1279,12345,0,15,15
20001280,테스트1280,12345,0,15,15
20001281,테스트1281,12345,0,15,15
20001282,테스트1282,12345,0,15,15
20001283,테스트1283,12345,0,15,15
20001284,테스트1284,12345,0,15,15
20001285,테스트1285,12345,0,15,15
20001286,테스트1286,12345,0,15,15
20001287,테스트1287,12345,0,15,15
20001288,테스트1288,12345,0,15,15
20001289,테스트1289,12345,0,15,15
20001290,테스트1290,12345,0,15,15
20001291,테스트1291,12345,0,15,15
20001292,테스트1292,12345,0,15,15
20001293,테스트1293,12345,0,15,15
20001294,테스트1294,12345,0,15,15
20001295,테스트1295,12345,0,15,15
20001296,테스트1296,12345,0,15,15
20001297,테스트1297,12345,0,15,15
20001298,테스트1298,12345,0,15,15
20001299,테스트1299,12345,0,15,15
20001300,테스트1300,12345,0,15,15
20001301,테스트1301,12345,0,15,15
20001302,테스트1302,12345,0,15,15
20001303,테스트1303,12345,0,15,15
20001304,테스트1304,12345,0,15,15
20001305,테스트1305,12345,0,15,15
20001306,테스트1306,12345,0,15,15
20001307,테스트1307,12345,0,15,15
20001308,테스트1308,12345,0,15,15
20001309,테스트1309,12345,0,15,15
20001310,테스트1310,12345,0,15,15
20001311,테스트1311,12345,0,15,15
20001312,테스트1312,12345,0,15,15
20001313,테스트1313,12345,0,15,15
20001314,테스트1314,12345,0,15,15
20001315,테스트1315,12345,0,15,15
20001316,테스트1316,12345,0,15,15
20001317,테스트1317,12345,0,15,15
20001318,테스트1318,12345,0,15,15
20001319,테스트1319,12345,0,15,15
20001320,테스트1320,12345,0,15,15
20001321,테스트1321,12345,0,15,15
20001322,테스트1322,12345,0,15,15
20001323,테스트1323,12345,0,15,15
20001324,테스트1324,12345,0,15,15
20001325,테스트1325,12345,0,15,15
20001326,테스트1326,12345,0,15,15
20001327,테스트1327,12345,0,15,15
20001328,테스트1328,12345,0,15,15
20001329,테스트1329,12345,0,15,15
20001330,테스트1330,12345,0,15,15
20001331,테스트1331,12345,0,15,15
20001332,테스트1332,12345,0,15,15
20001333,테스트1333,12345,0,15,15
20001334,테스트1334,12345,0,15,15
20001335,테스트1335,12345,0,15,15
20001336,테스트1336,12345,0,15,15
20001337,테스트1337,12345,0,15,15
20001338,테스트1338,12345,0,15,15
20001339,테스트1339,12345,0,15,15
20001340,테스트1340,12345,0,15,15
20001341,테스트1341,12345,0,15,15
20001342,테스트1342,12345,0,15,15
20001343,테스트1343,12345,0,15,15
20001344,테스트1344,12345,0,15,15
20001345,테스트1345,12345,0,15,15
20001346,테스트1346,12345,0,15,15
20001347,테스트1347,12345,0,15,15
20001348,테스트1348,12345,0,15,15
20001349,테스트1349,12345,0,15,15
20001350,테스트1350,12345,0,15,15
20001351,테스트1351,12345,0,15,15
20001352,테스트1352,12345,0,15,15
20001353,테스트1353,12345,0,15,15
20001354,테스트1354,12345,0,15,15
20001355,테스트1355,12345,0,15,15
20001356,테스트1356,12345,0,15,15
20001357,테스트1357,12345,0,15,15
20001358,테스트1358,12345,0,15,15
20001359,테스트1359,12345,0,15,15
20001360,테스트1360,12345,0,15,15
20001361,테스트1361,12345,0,15,15
20001362,테스트1362,12345,0,15,15
20001363,테스트1363,12345,0,15,15
20001364,테스트1364,12345,0,15,15
20001365,테스트1365,12345,0,15,15
20001366,테스트1366,12345,0,15,15
20001367,테스트1367,12345,0,15,15
20001368,테스트1368,12345,0,15,15
20001369,테스트1369,12345,0,15,15
20001370,테스트1370,12345,0,15,15
20001371,테스트1371,12345,0,15,15
20001372,테스트1372,12345,0,15,15
20001373,테스트1373,12345,0,15,15
20001374,테스트1374,12345,0,15,15
20001375,테스트1375,12345,0,15,15
20001376,테스트1376,12345,0,15,15
20001377,테스트1377,12345,0,15,15
20001378,테스트1378,12345,0,15,15
20001379,테스트1379,12345,0,15,15
20001380,테스트1380,12345,0,15,15
20001381,테스트1381,12345,0,15,15
20001382,테스트1382,12345,0,15,15
20001383,테스트1383,12345,0,15,15
20001384,테스트1384,12345,0,15,15
20001385,테스트1385,12345,0,15,15
20001386,테스트1386,12345,0,15,15
20001387,테스트1387,12345,0,15,15
20001388,테스트1388,12345,0,15,15
20001389,테스트1389,12345,0,15,15
20001390,테스트1390,12345,0,15,15
20001391,테스트1391,12345,0,15,15
20001392,테스트1392,12345,0,15,15
20001393,테스트1393,12345,0,15,15
20001394,테스트1394,12345,0,15,15
20001395,테스트1395,12345,0,15,15
20001396,테스트1396,12345,0,15,15
20001397,테스트1397,12345,0,15,15
20001398,테스트1398,12345,0,15,15
20001399,테스트1399,12345,0,15,15
20001400,테스트1400,12345,0,15,15
20001401,테스트1401,12345,0,15,15
20001402,테스트1402,12345,0,15,15
20001403,테스트1403,12345,0,15,15
20001404,테스트1404,12345,0,15,15
20001405,테스트1405,12345,0,15,15
20001406,테스트1406,12345,0,15,15
20001407,테스트1407,12345,0,15,15
20001408,테스트1408,12345,0,15,15
20001409,테스트1409,12345,0,15,15
20001410,테스트1410,12345,0,15,15
20001411,테스트1411,12345,0,15,15
20001412,테스트1412,12345,0,15,15
20001413,테스트1413,12345,0,15,15
20001414,테스트1414,12345,0,15,15
20001415,테스트1415,12345,0,15,15
20001416,테스트1416,12345,0,15,15
20001417,테스트1417,12345,0,15,15
20001418,테스트1418,12345,0,15,15
20001419,테스트1419,12345,0,15,15
20001420,테스트1420,12345,0,15,15
20001421,테스트1421,12345,0,15,15
20001422,테스트1422,12345,0,15,15
20001423,테스트1423,12345,0,15,15
20001424,테스트1424,12345,0,15,15
20001425,테스트1425,12345,0,15,15
20001426,테스트1426,12345,0,15,15
20001427,테스트1427,12345,0,15,15
20001428,테스트1428,12345,0,15,15
20001429,테스트1429,12345,0,15,15
20001430,테스트1430,12345,0,15,15
20001431,테스트1431,12345,0,15,15
20001432,테스트1432,12345,0,15,15
20001433,테스트1433,12345,0,15,15
20001434,테스트1434,12345,0,15,15
20001435,테스트1435,12345,0,15,15
20001436,테스트1436,12345,0,15,15
20001437,테스트1437,12345,0,15,15
20001438,테스트1438,12345,0,15,15
20001439,테스트1439,12345,0,15,15
20001440,테스트1440,12345,0,15,15
20001441,테스트1441,12345,0,15,15
20001442,테스트1442,12345,0,15,15
20001443,테스트1443,12345,0,15,15
20001444,테스트1444,12345,0,15,15
20001445,테스트1445,12345,0,15,15
20001446,테스트1446,12345,0,15,15
20001447,테스트1447,12345,0,15,15
20001448,테스트1448,12345,0,15,15
20001449,테스트1449,12345,0,15,15
20001450,테스트1450,12345,0,15,15
20001451,테스트1451,12345,0,15,15
20001452,테스트1452,12345,0,15,15
20001453,테스트1453,12345,0,15,15
20001454,테스트1454,12345,0,15,15
20001455,테스트1455,12345,0,15,15
20001456,테스트1456,12345,0,15,15
20001457,테스트1457,12345,0,15,15
20001458,테스트1458,12345,0,15,15
20001459,테스트1459,12345,0,15,15
20001460,테스트1460,12345,0,15,15
20001461,테스트1461,12345,0,15,15
20001462,테스트1462,12345,0,15,15
20001463,테스트1463,12345,0,15,15
20001464,테스트1464,12345,0,15,15
20001465,테스트1465,12345,0,15,15
20001466,테스트1466,12345,0,15,15
20001467,테스트1467,12345,0,15,15
20001468,테스트1468,12345,0,15,15
20001469,테스트1469,12345,0,15,15
20001470,테스트1470,12345,0,15,15
20001471,테스트1471,12345,0,15,15
20001472,테스트1472,12345,0,15,15
20001473,테스트1473,12345,0,15,15
20001474,테스트1474,12345,0,15,15
20001475,테스트1475,12345,0,15,15
20001476,테스트1476,12345,0,15,15
20001477,테스트1477,12345,0,15,15
20001478,테스트1478,12345,0,15,15
20001479,테스트1479,12345,0,15,15
20001480,테스트1480,12345,0,15,15
20001481,테스트1481,12345,0,15,15
20001482,테스트1482,12345,0,15,15
20001483,테스트1483,12345,0,15,15
20001484,테스트1484,12345,0,15,15
20001485,테스트1485,12345,0,15,15
20001486,테스트1486,12345,0,15,15
20001487,테스트1487,12345,0,15,15
20001488,테스트1488,12345,0,15,15
20001489,테스트1489,12345,0,15,15
20001490,테스트1490,12345,0,15,15
20001491,테스트1491,12345,0,15,15
20001492,테스트1492,12345,0,15,15
20001493,테스트1493,12345,0,15,15
20001494,테스트1494,12345,0,15,15
20001495,테스트1495,12345,0,15,15
20001496,테스트1496,12345,0,15,15
20001497,테스트1497,12345,0,15,15
20001498,테스트1498,12345,0,15,15
20001499,테스트1499,12345,0,15,15
20001500,테스트1500,12345,0,15,15
20001501,테스트1501,12345,0,15,15
20001502,테스트1502,12345,0,15,15
20001503,테스트1503,12345,0,15,15
20001504,테스트1504,12345,0,15,15
20001505,테스트1505,12345,0,15,15
20001506,테스트1506,12345,0,15,15
20001507,테스트1507,12345,0,15,15
20001508,테스트1508,12345,0,15,15
20001509,테스트1509,12345,0,15,15
20001510,테스트1510,12345,0,15,15
20001511,테스트1511,12345,0,15,15
20001512,테스트1512,12345,0,15,15
20001513,테스트1513,12345,0,15,15
20001514,테스트1514,12345,0,15,15
20001515,테스트1515,12345,0,15,15
20001516,테스트1516,12345,0,15,15
20001517,테스트1517,12345,0,15,15
20001518,테스트1518,12345,0,15,15
20001519,테스트1519,12345,0,15,15
20001520,테스트1520,12345,0,15,15
20001521,테스트1521,12345,0,15,15
20001522,테스트1522,12345,0,15,15
20001523,테스트1523,12345,0,15,15
20001524,테스트1524,12345,0,15,15
20001525,테스트1525,12345,0,15,15
20001526,테스트1526,12345,0,15,15
20001527,테스트1527,12345,0,15,15
20001528,테스트1528,12345,0,15,15
20001529,테스트1529,12345,0,15,15
20001530,테스트1530,12345,0,15,15
20001531,테스트1531,12345,0,15,15
20001532,테스트1532,12345,0,15,15
20001533,테스트1533,12345,0,15,15
20001534,테스트1534,12345,0,15,15
20001535,테스트1535,12345,0,15,15
20001536,테스트1536,12345,0,15,15
20001537,테스트1537,12345,0,15,15
20001538,테스트1538,12345,0,15,15
20001539,테스트1539,12345,0,15,15
20001540,테스트1540,12345,0,15,15
20001541,테스트1541,12345,0,15,15
20001542,테스트1542,12345,0,15,15
20001543,테스트1543,12345,0,15,15
20001544,테스트1544,12345,0,15,15
20001545,테스트1545,12345,0,15,15
20001546,테스트1546,12345,0,15,15
20001547,테스트1547,12345,0,15,15
20001548,테스트1548,12345,0,15,15
20001549,테스트1549,12345,0,15,15
20001550,테스트1550,12345,0,15,15
20001551,테스트1551,12345,0,15,15
20001552,테스트1552,12345,0,15,15
20001553,테스트1553,12345,0,15,15
20001554,테스트1554,12345,0,15,15
20001555,테스트1555,12345,0,15,15
20001556,테스트1556,12345,0,15,15
20001557,테스트1557,12345,0,15,15
20001558,테스트1558,12345,0,15,15
20001559,테스트1559,12345,0,15,15
20001560,테스트1560,12345,0,15,15
20001561,테스트1561,12345,0,15,15
20001562,테스트1562,12345,0,15,15
20001563,테스트1563,12345,0,15,15
20001564,테스트1564,12345,0,15,15
20001565,테스트1565,12345,0,15,15
20001566,테스트1566,12345,0,15,15
20001567,테스트1567,12345,0,15,15
20001568,테스트1568,12345,0,15,15
20001569,테스트1569,12345,0,15,15
20001570,테스트1570,12345,0,15,15
20001571,테스트1571,12345,0,15,15
20001572,테스트1572,12345,0,15,15
20001573,테스트1573,12345,0,15,15
20001574,테스트1574,12345,0,15,15
20001575,테스트1575,12345,0,15,15
20001576,테스트1576,12345,0,15,15
20001577,테스트1577,12345,0,15,15
20001578,테스트1578,12345,0,15,15
20001579,테스트1579,12345,0,15,15
20001580,테스트1580,12345,0,15,15
20001581,테스트1581,12345,0,15,15
20001582,테스트1582,12345,0,15,15
20001583,테스트1583,12345,0,15,15
20001584,테스트1584,12345,0,15,15
20001585,테스트1585,12345,0,15,15
20001586,테스트1586,12345,0,15,15
20001587,테스트1587,12345,0,15,15
20001588,테스트1588,12345,0,15,15
20001589,테스트1589,12345,0,15,15
20001590,테스트1590,12345,0,15,15
20001591,테스트1591,12345,0,15,15
20001592,테스트1592,12345,0,15,15
20001593,테스트1593,12345,0,15,15
20001594,테스트1594,12345,0,15,15
20001595,테스트1595,12345,0,15,15
20001596,테스트1596,12345,0,15,15
20001597,테스트1597,12345,0,15,15
20001598,테스트1598,12345,0,15,15
20001599,테스트1599,12345,0,15,15
20001600,테스트1600,12345,0,15,15
20001601,테스트1601,12345,0,15,15
20001602,테스트1602,12345,0,15,15
20001603,테스트1603,12345,0,15,15
20001604,테스트1604,12345,0,15,15
20001605,테스트1605,12345,0,15,15
20001606,테스트1606,12345,0,15,15
20001607,테스트1607,12345,0,15,15
20001608,테스트1608,12345,0,15,15
20001609,테스트1609,12345,0,15,15
20001610,테스트1610,12345,0,15,15
20001611,테스트1611,12345,0,15,15
20001612,테스트1612,12345,0,15,15
20001613,테스트1613,12345,0,15,15
20001614,테스트1614,12345,0,15,15
20001615,테스트1615,12345,0,15,15
20001616,테스트1616,12345,0,15,15
20001617,테스트1617,12345,0,15,15
20001618,테스트1618,12345,0,15,15
20001619,테스트1619,12345,0,15,15
20001620,테스트1620,12345,0,15,15
20001621,테스트1621,12345,0,15,15
20001622,테스트1622,12345,0,15,15
20001623,테스트1623,12345,0,15,15
20001624,테스트1624,12345,0,15,15
20001625,테스트1625,12345,0,15,15
20001626,테스트1626,12345,0,15,15
20001627,테스트1627,12345,0,15,15
20001628,테스트1628,12345,0,15,15
20001629,테스트1629,12345,0,15,15
20001630,테스트1630,12345,0,15,15
20001631,테스트1631,12345,0,15,15
20001632,테스트1632,12345,0,15,15
20001633,테스트1633,12345,0,15,15
20001634,테스트1634,12345,0,15,15
20001635,테스트1635,12345,0,15,15
20001636,테스트1636,12345,0,15,15
20001637,테스트1637,12345,0,15,15
20001638,테스트1638,12345,0,15,15
20001639,테스트1639,12345,0,15,15
20001640,테스트1640,12345,0,15,15
20001641,테스트1641,12345,0,15,15
20001642,테스트1642,12345,0,15,15
20001643,테스트1643,12345,0,15,15
20001644,테스트1644,12345,0,15,15
20001645,테스트1645,12345,0,15,15
20001646,테스트1646,12345,0,15,15
20001647,테스트1647,12345,0,15,15
20001648,테스트1648,12345,0,15,15
20001649,테스트1649,12345,0,15,15
20001650,테스트1650,12345,0,15,15
20001651,테스트1651,12345,0,15,15
20001652,테스트1652,12345,0,15,15
20001653,테스트1653,12345,0,15,15
20001654,테스트1654,12345,0,15,15
20001655,테스트1655,12345,0,15,15
20001656,테스트1656,12345,0,15,15
20001657,테스트1657,12345,0,15,15
20001658,테스트1658,12345,0,15,15
20001659,테스트1659,12345,0,15,15
20001660,테스트1660,12345,0,15,15
20001661,테스트1661,12345,0,15,15
20001662,테스트1662,12345,0,15,15
20001663,테스트1663,12345,0,15,15
20001664,테스트1664,12345,0,15,15
20001665,테스트1665,12345,0,15,15
20001666,테스트1666,12345,0,15,15
20001667,테스트1667,12345,0,15,15
20001668,테스트1668,12345,0,15,15
20001669,테스트1669,12345,0,15,15
20001670,테스트1670,12345,0,15,15
20001671,테스트1671,12345,0,15,15
20001672,테스트1672,12345,0,15,15
20001673,테스트1673,12345,0,15,15
20001674,테스트1674,12345,0,15,15
20001675,테스트1675,12345,0,15,15
20001676,테스트1676,12345,0,15,15
20001677,테스트1677,12345,0,15,15
20001678,테스트1678,12345,0,15,15
20001679,테스트1679,12345,0,15,15
20001680,테스트1680,12345,0,15,15
20001681,테스트1681,12345,0,15,15
20001682,테스트1682,12345,0,15,15
20001683,테스트1683,12345,0,15,15
20001684,테스트1684,12345,0,15,15
20001685,테스트1685,12345,0,15,15
20001686,테스트1686,12345,0,15,15
20001687,테스트1687,12345,0,15,15
20001688,테스트1688,12345,0,15,15
20001689,테스트1689,12345,0,15,15
20001690,테스트1690,12345,0,15,15
20001691,테스트1691,12345,0,15,15
20001692,테스트1692,12345,0,15,15
20001693,테스트1693,12345,0,15,15
20001694,테스트1694,12345,0,15,15
20001695,테스트1695,12345,0,15,15
20001696,테스트1696,12345,0,15,15
20001697,테스트1697,12345,0,15,15
20001698,테스트1698,12345,0,15,15
20001699,테스트1699,12345,0,15,15
20001700,테스트1700,12345,0,15,15
20001701,테스트1701,12345,0,15,15
20001702,테스트1702,12345,0,15,15
20001703,테스트1703,12345,0,15,15
20001704,테스트1704,12345,0,15,15
20001705,테스트1705,12345,0,15,15
20001706,테스트1706,12345,0,15,15
20001707,테스트1707,12345,0,15,15
20001708,테스트1708,12345,0,15,15
20001709,테스트1709,12345,0,15,15
20001710,테스트1710,12345,0,15,15
20001711,테스트1711,12345,0,15,15
20001712,테스트1712,12345,0,15,15
20001713,테스트1713,12345,0,15,15
20001714,테스트1714,12345,0,15,15
20001715,테스트1715,12345,0,15,15
20001716,테스트1716,12345,0,15,15
20001717,테스트1717,12345,0,15,15
20001718,테스트1718,12345,0,15,15
20001719,테스트1719,12345,0,15,15
20001720,테스트1720,12345,0,15,15
20001721,테스트1721,12345,0,15,15
20001722,테스트1722,12345,0,15,15
20001723,테스트1723,12345,0,15,15
20001724,테스트1724,12345,0,15,15
20001725,테스트1725,12345,0,15,15
20001726,테스트1726,12345,0,15,15
20001727,테스트1727,12345,0,15,15
20001728,테스트1728,12345,0,15,15
20001729,테스트1729,12345,0,15,15
20001730,테스트1730,12345,0,15,15
20001731,테스트1731,12345,0,15,15
20001732,테스트1732,12345,0,15,15
20001733,테스트1733,12345,0,15,15
20001734,테스트1734,12345,0,15,15
20001735,테스트1735,12345,0,15,15
20001736,테스트1736,12345,0,15,15
20001737,테스트1737,12345,0,15,15
20001738,테스트1738,12345,0,15,15
20001739,테스트1739,12345,0,15,15
20001740,테스트1740,12345,0,15,15
20001741,테스트1741,12345,0,15,15
20001742,테스트1742,12345,0,15,15
20001743,테스트1743,12345,0,15,15
20001744,테스트1744,12345,0,15,15
20001745,테스트1745,12345,0,15,15
20001746,테스트1746,12345,0,15,15
20001747,테스트1747,12345,0,15,15
20001748,테스트1748,12345,0,15,15
20001749,테스트1749,12345,0,15,15
20001750,테스트1750,12345,0,15,15
20001751,테스트1751,12345,0,15,15
20001752,테스트1752,12345,0,15,15
20001753,테스트1753,12345,0,15,15
20001754,테스트1754,12345,0,15,15
20001755,테스트1755,12345,0,15,15
20001756,테스트1756,12345,0,15,15
20001757,테스트1757,12345,0,15,15
20001758,테스트1758,12345,0,15,15
20001759,테스트1759,12345,0,15,15
20001760,테스트1760,12345,0,15,15
20001761,테스트1761,12345,0,15,15
20001762,테스트1762,12345,0,15,15
20001763,테스트1763,12345,0,15,15
20001764,테스트1764,12345,0,15,15
20001765,테스트1765,12345,0,15,15
20001766,테스트1766,12345,0,15,15
20001767,테스트1767,12345,0,15,15
20001768,테스트1768,12345,0,15,15
20001769,테스트1769,12345,0,15,15
20001770,테스트1770,12345,0,15,15
20001771,테스트1771,12345,0,15,15
20001772,테스트1772,12345,0,15,15
20001773,테스트1773,12345,0,15,15
20001774,테스트1774,12345,0,15,15
20001775,테스트1775,12345,0,15,15
20001776,테스트1776,12345,0,15,15
20001777,테스트1777,12345,0,15,15
20001778,테스트1778,12345,0,15,15
20001779,테스트1779,12345,0,15,15
20001780,테스트1780,12345,0,15,15
20001781,테스트1781,12345,0,15,15
20001782,테스트1782,12345,0,15,15
20001783,테스트1783,12345,0,15,15
20001784,테스트1784,12345,0,15,15
20001785,테스트1785,12345,0,15,15
20001786,테스트1786,12345,0,15,15
20001787,테스트1787,12345,0,15,15
20001788,테스트1788,12345,0,15,15
20001789,테스트1789,12345,0,15,15
20001790,테스트1790,12345,0,15,15
20001791,테스트1791,12345,0,15,15
20001792,테스트1792,12345,0,15,15
20001793,테스트1793,12345,0,15,15
20001794,테스트1794,12345,0,15,15
20001795,테스트1795,12345,0,15,15
20001796,테스트1796,12345,0,15,15
20001797,테스트1797,12345,0,15,15
20001798,테스트1798,12345,0,15,15
20001799,테스트1799,12345,0,15,15
20001800,테스트1800,12345,0,15,15
20001801,테스트1801,12345,0,15,15
20001802,테스트1802,12345,0,15,15
20001803,테스트1803,12345,0,15,15
20001804,테스트1804,12345,0,15,15
20001805,테스트1805,12345,0,15,15
20001806,테스트1806,12345,0,15,15
20001807,테스트1807,12345,0,15,15
20001808,테스트1808,12345,0,15,15
20001809,테스트1809,12345,0,15,15
20001810,테스트1810,12345,0,15,15
20001811,테스트1811,12345,0,15,15
20001812,테스트1812,12345,0,15,15
20001813,테스트1813,12345,0,15,15
20001814,테스트1814,12345,0,15,15
20001815,테스트1815,12345,0,15,15
20001816,테스트1816,12345,0,15,15
20001817,테스트1817,12345,0,15,15
20001818,테스트1818,12345,0,15,15
20001819,테스트1819,12345,0,15,15
20001820,테스트1820,12345,0,15,15
20001821,테스트1821,12345,0,15,15
20001822,테스트1822,12345,0,15,15
20001823,테스트1823,12345,0,15,15
20001824,테스트1824,12345,0,15,15
20001825,테스트1825,12345,0,15,15
20001826,테스트1826,12345,0,15,15
20001827,테스트1827,12345,0,15,15
20001828,테스트1828,12345,0,15,15
20001829,테스트1829,12345,0,15,15
20001830,테스트1830,12345,0,15,15
20001831,테스트1831,12345,0,15,15
20001832,테스트1832,12345,0,15,15
20001833,테스트1833,12345,0,15,15
20001834,테스트1834,12345,0,15,15
20001835,테스트1835,12345,0,15,15
20001836,테스트1836,12345,0,15,15
20001837,테스트1837,12345,0,15,15
20001838,테스트1838,12345,0,15,15
20001839,테스트1839,12345,0,15,15
20001840,테스트1840,12345,0,15,15
20001841,테스트1841,12345,0,15,15
20001842,테스트1842,12345,0,15,15
20001843,테스트1843,12345,0,15,15
20001844,테스트1844,12345,0,15,15
20001845,테스트1845,12345,0,15,15
20001846,테스트1846,12345,0,15,15
20001847,테스트1847,12345,0,15,15
20001848,테스트1848,12345,0,15,15
20001849,테스트1849,12345,0,15,15
20001850,테스트1850,12345,0,15,15
20001851,테스트1851,12345,0,15,15
20001852,테스트1852,12345,0,15,15
20001853,테스트1853,12345,0,15,15
20001854,테스트1854,12345,0,15,15
20001855,테스트1855,12345,0,15,15
20001856,테스트1856,12345,0,15,15
20001857,테스트1857,12345,0,15,15
20001858,테스트1858,12345,0,15,15
20001859,테스트1859,12345,0,15,15
20001860,테스트1860,12345,0,15,15
20001861,테스트1861,12345,0,15,15
20001862,테스트1862,12345,0,15,15
20001863,테스트1863,12345,0,15,15
20001864,테스트1864,12345,0,15,15
20001865,테스트1865,12345,0,15,15
20001866,테스트1866,12345,0,15,15
20001867,테스트1867,12345,0,15,15
20001868,테스트1868,12345,0,15,15
20001869,테스트1869,12345,0,15,15
20001870,테스트1870,12345,0,15,15
20001871,테스트1871,12345,0,15,15
20001872,테스트1872,12345,0,15,15
20001873,테스트1873,12345,0,15,15
20001874,테스트1874,12345,0,15,15
20001875,테스트1875,12345,0,15,15
20001876,테스트1876,12345,0,15,15
20001877,테스트1877,12345,0,15,15
20001878,테스트1878,12345,0,15,15
20001879,테스트1879,12345,0,15,15
20001880,테스트1880,12345,0,15,15
20001881,테스트1881,12345,0,15,15
20001882,테스트1882,12345,0,15,15
20001883,테스트1883,12345,0,15,15
20001884,테스트1884,12345,0,15,15
20001885,테스트1885,12345,0,15,15
20001886,테스트1886,12345,0,15,15
20001887,테스트1887,12345,0,15,15
20001888,테스트1888,12345,0,15,15
20001889,테스트1889,12345,0,15,15
20001890,테스트1890,12345,0,15,15
20001891,테스트1891,12345,0,15,15
20001892,테스트1892,12345,0,15,15
20001893,테스트1893,12345,0,15,15
20001894,테스트1894,12345,0,15,15
20001895,테스트1895,12345,0,15,15
20001896,테스트1896,12345,0,15,15
20001897,테스트1897,12345,0,15,15
20001898,테스트1898,12345,0,15,15
20001899,테스트1899,12345,0,15,15
20001900,테스트1900,12345,0,15,15
20001901,테스트1901,12345,0,15,15
20001902,테스트1902,12345,0,15,15
20001903,테스트1903,12345,0,15,15
20001904,테스트1904,12345,0,15,15
20001905,테스트1905,12345,0,15,15
20001906,테스트1906,12345,0,15,15
20001907,테스트1907,12345,0,15,15
20001908,테스트1908,12345,0,15,15
20001909,테스트1909,12345,0,15,15
20001910,테스트1910,12345,0,15,15
20001911,테스트1911,12345,0,15,15
20001912,테스트1912,12345,0,15,15
20001913,테스트1913,12345,0,15,15
20001914,테스트1914,12345,0,15,15
20001915,테스트1915,12345,0,15,15
20001916,테스트1916,12345,0,15,15
20001917,테스트1917,12345,0,15,15
20001918,테스트1918,12345,0,15,15
20001919,테스트1919,12345,0,15,15
20001920,테스트1920,12345,0,15,15
20001921,테스트1921,12345,0,15,15
20001922,테스트1922,12345,0,15,15
20001923,테스트1923,12345,0,15,15
20001924,테스트1924,12345,0,15,15
20001925,테스트1925,12345,0,15,15
20001926,테스트1926,12345,0,15,15
20001927,테스트1927,12345,0,15,15
20001928,테스트1928,12345,0,15,15
20001929,테스트1929,12345,0,15,15
20001930,테스트1930,12345,0,15,15
20001931,테스트1931,12345,0,15,15
20001932,테스트1932,12345,0,15,15
20001933,테스트1933,12345,0,15,15
20001934,테스트1934,12345,0,15,15
20001935,테스트1935,12345,0,15,15
20001936,테스트1936,12345,0,15,15
20001937,테스트1937,12345,0,15,15
20001938,테스트1938,12345,0,15,15
20001939,테스트1939,12345,0,15,15
20001940,테스트1940,12345,0,15,15
20001941,테스트1941,12345,0,15,15
20001942,테스트1942,12345,0,15,15
20001943,테스트1943,12345,0,15,15
20001944,테스트1944,12345,0,15,15
20001945,테스트1945,12345,0,15,15
20001946,테스트1946,12345,0,15,15
20001947,테스트1947,12345,0,15,15
20001948,테스트1948,12345,0,15,15
20001949,테스트1949,12345,0,15,15
20001950,테스트1950,12345,0,15,15
20001951,테스트1951,12345,0,15,15
20001952,테스트1952,12345,0,15,15
20001953,테스트1953,12345,0,15,15
20001954,테스트1954,12345,0,15,15
20001955,테스트1955,12345,0,15,15
20001956,테스트1956,12345,0,15,15
20001957,테스트1957,12345,0,15,15
20001958,테스트1958,12345,0,15,15
20001959,테스트1959,12345,0,15,15
20001960,테스트1960,12345,0,15,15
20001961,테스트1961,12345,0,15,15
20001962,테스트1962,12345,0,15,15
20001963,테스트1963,12345,0,15,15
20001964,테스트1964,12345,0,15,15
20001965,테스트1965,12345,0,15,15
20001966,테스트1966,12345,0,15,15
20001967,테스트1967,12345,0,15,15
20001968,테스트1968,12345,0,15,15
20001969,테스트1969,12345,0,15,15
20001970,테스트1970,12345,0,15,15
20001971,테스트1971,12345,0,15,15
20001972,테스트1972,12345,0,15,15
20001973,테스트1973,12345,0,15,15
20001974,테스트1974,12345,0,15,15
20001975,테스트1975,12345,0,15,15
20001976,테스트1976,12345,0,15,15
20001977,테스트1977,12345,0,15,15
20001978,테스트1978,12345,0,15,15
20001979,테스트1979,12345,0,15,15
20001980,테스트1980,12345,0,15,15
20001981,테스트1981,12345,0,15,15
20001982,테스트1982,12345,0,15,15
20001983,테스트1983,12345,0,15,15
20001984,테스트1984,12345,0,15,15
20001985,테스트1985,12345,0,15,15
20001986,테스트1986,12345,0,15,15
20001987,테스트1987,12345,0,15,15
20001988,테스트1988,12345,0,15,15
20001989,테스트1989,12345,0,15,15
20001990,테스트1990,12345,0,15,15
20001991,테스트1991,12345,0,15,15
20001992,테스트1992,12345,0,15,15
20001993,테스트1993,12345,0,15,15
20001994,테스트1994,12345,0,15,15
20001995,테스트1995,12345,0,15,15
20001996,테스트1996,12345,0,15,15
20001997,테스트1997,12345,0,15,15
20001998,테스트1998,12345,0,15,15
20001999,테스트1999,12345,0,15,15
20002000,테스트2000,12345,0,15,15
20002001,테스트2001,12345,0,15,15
